epoch,z_bias,z_std_ratio,ks,gen_z_le_0,gen_z_ge_1,gen_z_gt_0.99,gen_z_gt_0.999,gen_z_max,g4_z_le_0,g4_z_ge_1,g4_z_gt_0.99,g4_z_gt_0.999,g4_z_max,phys_reg,n_rows
8799,0.0005721896886825562,1.0025992393493652,0.004156,0.004156,0.0,0.000731,7.8e-05,0.9999778270721436,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8899,0.00019030272960662842,1.0010125637054443,0.004386,0.004386,0.0,0.000434,2.9e-05,0.9999860525131226,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8999,0.00026154518127441406,1.001534104347229,0.004735,0.004735,0.0,0.000376,1.6e-05,0.9999663233757019,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9099,0.00015550851821899414,1.0011298656463623,0.00409,0.004089,0.0,0.000458,3.7e-05,0.9998797178268433,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9199,0.0003095269203186035,1.0022302865982056,0.00468,0.00468,0.0,0.000779,9.4e-05,0.9999911189079285,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9299,9.164214134216309e-05,1.0002667903900146,0.004078,0.004077,0.0,0.001028,0.000121,0.9999959468841553,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9399,0.00016558170318603516,1.001699447631836,0.004152,0.004152,0.0,0.000991,0.000116,0.9999746680259705,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9499,-5.6937336921691895e-05,1.0026044845581055,0.004251,0.004251,0.0,0.001001,0.000105,0.999997615814209,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9599,0.000581398606300354,1.0019458532333374,0.004202000000000001,0.003594,0.0,0.001159,0.00013,0.9999972581863403,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9699,0.0006954371929168701,1.0031821727752686,0.003857,0.003857,0.0,0.001172,0.000128,0.999990701675415,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9799,0.00020606815814971924,1.0018928050994873,0.0041100000000000025,0.003409,0.0,0.001195,0.00012,0.9999872446060181,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9899,-0.00014060735702514648,1.0005745887756348,0.004164000000000001,0.003312,0.0,0.001167,0.000142,0.9999982118606567,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
9999,0.000567018985748291,1.0008527040481567,0.005014000000000001,0.003156,0.0,0.001148,0.00014,0.9999978542327881,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10099,0.0005614906549453735,1.0014934539794922,0.003980999999999998,0.00352,0.0,0.001105,0.000146,0.9999934434890747,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10199,-0.00017033517360687256,1.0013296604156494,0.003977,0.003977,0.0,0.001087,0.000123,0.9999961853027344,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10299,-0.00018240511417388916,0.9996781349182129,0.004344,0.004344,0.0,0.001089,0.000123,0.9999520778656006,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10399,0.000642821192741394,1.0013293027877808,0.004014,0.004014,0.0,0.001157,0.000121,0.9999998807907104,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10499,0.0003620237112045288,1.0012015104293823,0.003629,0.003629,0.0,0.000964,0.000106,0.9999963045120239,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10599,-0.00017546117305755615,1.0002437829971313,0.00411,0.00411,0.0,0.000833,8.7e-05,0.9999903440475464,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10699,0.00031991302967071533,1.0005903244018555,0.004035,0.004033,0.0,0.000831,8.2e-05,0.9999837875366211,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10799,-0.00016890466213226318,1.0004223585128784,0.004335,0.004335,0.0,0.000849,9.3e-05,0.9999875426292419,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10899,0.00030018389225006104,1.001965880393982,0.004412,0.004412,0.0,0.000613,6.6e-05,0.9999768733978271,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
10999,9.191036224365234e-05,1.0015192031860352,0.004154,0.004154,0.0,0.000513,5.8e-05,0.9999785423278809,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11099,-0.00013144314289093018,1.0007845163345337,0.004134,0.004134,0.0,0.000599,6e-05,0.9999831914901733,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
